uid,post_body_text,primary_product,petrochemical_product,ff_infrastructure_OR_production,green_message,renewable_energy,emissions_reduction,false_solutions,recycling,green,brown,misc,url,junkipedia_url,format,platform,title,content,media,published_at,created_at,engagement,channel_name,handle,channel_url,profile_image,bio,transcript_text,channel_uid
PCGeQdZpO6A,Ever wondered what's it like working on an offshore rig? Tune into this video to discover what happens every day on an offshore ...,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.youtube.com/watch?v=PCGeQdZpO6A,https://www.junkipedia.org/posts/10951358,video,YouTube,Life on an Oil Rig: Behind the Scenes | ExxonMobil,Ever wondered what's it like working on an offshore rig? Tune into this video to discover what happens every day on an offshore ...,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS25oM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a0512cfb07e7186eaca6ea6f69caa8596bfa179c/post-2958952-10951358-thumbnail,2018-12-20T18:59:33Z,2021-09-15T10:27:07Z,4123820,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
HGN-uJXsX7E,Join us for this season of giving as we celebrate employees who are helping their local communities flourish.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/watch?v=HGN-uJXsX7E,https://www.junkipedia.org/posts/10951367,video,YouTube,The Season of Giving,Join us for this season of giving as we celebrate employees who are helping their local communities flourish.,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTG5oM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c86d41d81af56c90d93c961eaf6c3fe4938da091/post-2958952-10951367-thumbnail,2018-12-18T22:19:05Z,2021-09-15T10:27:07Z,1546,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
PMaxhSbRI1U,Check out how students in the Ohio Valley immerse themselves in the industry around them through their curricula.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/watch?v=PMaxhSbRI1U,https://www.junkipedia.org/posts/10951395,video,YouTube,Ohio Valley Education Video,Check out how students in the Ohio Valley immerse themselves in the industry around them through their curricula.,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTzNoM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--46bdfd20327f624089b148d93e7b5268a34df203/post-2958952-10951395-thumbnail,2018-11-16T20:13:28Z,2021-09-15T10:27:08Z,3645,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
poE0cPZXmJE,See why we're investing over $1 billion to expand our facilities in Rotterdam.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/watch?v=poE0cPZXmJE,https://www.junkipedia.org/posts/10951525,video,YouTube,Billion-dollar expansion at the Rotterdam refinery,See why we're investing over $1 billion to expand our facilities in Rotterdam.,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTUhpM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--61d5dd8119359c8fd259877cec3ec1fea91209e5/post-2958952-10951525-thumbnail,2018-08-13T19:23:05Z,2021-09-15T10:27:11Z,16605,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
0ZtEkbYRe6o,Who would have guessed that an energy company would be helping drivers pump less? ExxonMobil is using efficiency to help ...,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://www.youtube.com/watch?v=0ZtEkbYRe6o,https://www.junkipedia.org/posts/10951677,video,YouTube,Efficiency Lab (short),Who would have guessed that an energy company would be helping drivers pump less? ExxonMobil is using efficiency to help ...,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTExqM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f97a49356498c45047abe874e71de50735e041a5/post-2958952-10951677-thumbnail,2018-07-16T13:43:52Z,2021-09-15T10:27:16Z,8502,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
hJgVLrIcqSI,"Natural gas is fueling the future. This was a major focus at the recent World Gas Conference in Washington, D.C., as rising global ...",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,https://www.youtube.com/watch?v=hJgVLrIcqSI,https://www.junkipedia.org/posts/10951689,video,YouTube,The promise of natural gas is now,"Natural gas is fueling the future. This was a major focus at the recent World Gas Conference in Washington, D.C., as rising global ...",https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTTdqM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c90178da3f6eef9c29f19fde2d2a84bfae040a91/post-2958952-10951689-thumbnail,2018-07-05T23:32:17Z,2021-09-15T10:27:16Z,5687,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
n64JhAJDQWk,"One challenge with wind power is how to maintain, or access, the turbines generating the electricity. The truth is that a lot of wind ...",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,https://www.youtube.com/watch?v=n64JhAJDQWk,https://www.junkipedia.org/posts/10951694,video,YouTube,A Very Special Truck,"One challenge with wind power is how to maintain, or access, the turbines generating the electricity. The truth is that a lot of wind ...",https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCT1hqM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--97629fa446da046cf130fb71bc28f1ce805cbb11/post-2958952-10951694-thumbnail,2018-06-28T18:11:20Z,2021-09-15T10:27:16Z,11690,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
XKYBnxoKdDM,"The world faces a dual energy challenge: how to supply growing energy needs around the globe, while at the same time, ...",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/watch?v=XKYBnxoKdDM,https://www.junkipedia.org/posts/10951713,video,YouTube,Meeting needs and reducing emissions,"The world faces a dual energy challenge: how to supply growing energy needs around the globe, while at the same time, ...",https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQXJrM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e6a183fa41c39017a1f9fb43a9ab59d3528fe92b/post-2958952-10951713-thumbnail,2018-05-23T13:47:50Z,2021-09-15T10:27:17Z,3784,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
dAL3sD3TkZs,"Ah, good ole Roy G. Biv, the mnemonic device that helped us learn the colors of the light spectrum – the visible parts of it, anyway.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/watch?v=dAL3sD3TkZs,https://www.junkipedia.org/posts/10951724,video,YouTube,A power greater than Roy G. Biv,"Ah, good ole Roy G. Biv, the mnemonic device that helped us learn the colors of the light spectrum – the visible parts of it, anyway.",https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQ2ZrM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8eb5e5040fcf05a7b1ba22407431b005cdfe0fab/post-2958952-10951724-thumbnail,2018-05-10T15:47:46Z,2021-09-15T10:27:17Z,5842,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
Y4i6qTuygXw,"The everyday commuting conditions during rush hour can be taxing when you're late for work. But, under the hood, those ...",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/watch?v=Y4i6qTuygXw,https://www.junkipedia.org/posts/10951730,video,YouTube,Tested to win… your commute,"The everyday commuting conditions during rush hour can be taxing when you're late for work. But, under the hood, those ...",https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRUxrM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d092624ec03e91ca823bd8d3f6cfc58659f6882c/post-2958952-10951730-thumbnail,2018-05-01T20:14:39Z,2021-09-15T10:27:18Z,5737,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
-GI3HO-9SF0,Myra describes her job as a subject matter expert on the product data management team.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/watch?v=-GI3HO-9SF0,https://www.junkipedia.org/posts/10951759,video,YouTube,Working @ ExxonMobil: Myra&#39;s Story,Myra describes her job as a subject matter expert on the product data management team.,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSXZrM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1bcc5cbf805160df29b8e8fd8895a2f0e2b69227/post-2958952-10951759-thumbnail,2018-04-25T19:19:14Z,2021-09-15T10:27:18Z,21029,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
vfbiYR3JYAY,Richard Gatip describes his job as a student IT hire.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.youtube.com/watch?v=vfbiYR3JYAY,https://www.junkipedia.org/posts/10951784,video,YouTube,Working @ExxonMobil: Richard’s Story,Richard Gatip describes his job as a student IT hire.,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTWprM3dFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d85ab57e1d1bd7619fbbd3f8289fc078a2401c0f/post-2958952-10951784-thumbnail,2018-04-13T13:47:53Z,2021-09-15T10:27:19Z,3824,ExxonMobil,exxonmobil,https://www.youtube.com/channel/UCvNc3rg1Aa9wSPECYWEfcPg,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZGVEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3d104a2821d99a0496cdecce847f58e8cccb356/AKedOLSKaJdk0PgjvA-EQcBt0uAGruHoltubUtiPIUMu=s88-c-k-c0x00ffffff-no-rj,"The need for energy is universal. That's why ExxonMobil scientists and engineers are pioneering new research and pursuing new technologies to reduce emissions while creating more efficient fuels. 

We're committed to responsibly meeting the world's energy needs.

We aim to achieve #netzero emissions from our operated assets by 2050 (for Scope 1 and 2 greenhouse gas emissions) and are taking a comprehensive approach to create emission-reduction roadmaps for major operated assets. 
 
▶️Subscribe for the latest in lower-emission technologies and advancements. 
 
Find us also on:
Linkedin.com/company/exxonmobil
Twitter.com/ExxonMobil
Facebook.com/ExxonMobil
Instagram.com/ExxonMobil
YouTube.com/ExxonMobil
ExxonMobil.com 

Find our latest Privacy Policy at https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy

See our terms and conditions, including corporate separateness, at https://corporate.exxonmobil.com/global-legal-pages/terms-and-conditions
",NA,UCvNc3rg1Aa9wSPECYWEfcPg
